task_id,model,seed,target_coverage,empirical_coverage,avg_set_size,n_classes,n_test
14,catboost,0,0.9,1.0,5.7175,10,400
14,catboost,1,0.9,1.0,5.3175,10,400
14,catboost,2,0.9,1.0,5.23,10,400
14,catboost,3,0.9,1.0,5.67,10,400
14,catboost,4,0.9,1.0,5.235,10,400
14,deep_ensemble,0,0.9,0.9975,5.16,10,400
14,deep_ensemble,1,0.9,0.9975,5.35,10,400
14,deep_ensemble,2,0.9,1.0,5.24,10,400
14,deep_ensemble,3,0.9,0.9975,5.24,10,400
14,deep_ensemble,4,0.9,1.0,5.15,10,400
14,lgbm,0,0.9,1.0,6.645,10,400
14,lgbm,1,0.9,1.0,6.435,10,400
14,lgbm,2,0.9,1.0,6.48,10,400
14,lgbm,3,0.9,1.0,6.5775,10,400
14,lgbm,4,0.9,1.0,6.4275,10,400
14,mc_dropout,0,0.9,0.9975,4.99,10,400
14,mc_dropout,1,0.9,0.9975,5.3925,10,400
14,mc_dropout,2,0.9,1.0,5.1175,10,400
14,mc_dropout,3,0.9,0.9975,5.085,10,400
14,mc_dropout,4,0.9,1.0,4.7675,10,400
14,single_mlp,0,0.9,0.9975,5.1875,10,400
14,single_mlp,1,0.9,0.9975,5.4925,10,400
14,single_mlp,2,0.9,1.0,5.3425,10,400
14,single_mlp,3,0.9,0.9975,5.105,10,400
14,single_mlp,4,0.9,1.0,5.0675,10,400
14,xgboost,0,0.9,1.0,6.4975,10,400
14,xgboost,1,0.9,1.0,6.3725,10,400
14,xgboost,2,0.9,1.0,6.405,10,400
14,xgboost,3,0.9,1.0,6.25,10,400
14,xgboost,4,0.9,1.0,6.24,10,400
15,catboost,0,0.9,1.0,1.9428571428571428,2,140
15,catboost,1,0.9,1.0,1.95,2,140
15,catboost,2,0.9,1.0,1.8714285714285714,2,140
15,catboost,3,0.9,1.0,1.8785714285714286,2,140
15,catboost,4,0.9,1.0,1.9142857142857144,2,140
15,deep_ensemble,0,0.9,1.0,1.9857142857142858,2,140
15,deep_ensemble,1,0.9,1.0,1.95,2,140
15,deep_ensemble,2,0.9,1.0,1.9428571428571428,2,140
15,deep_ensemble,3,0.9,1.0,1.9714285714285715,2,140
15,deep_ensemble,4,0.9,1.0,1.9785714285714286,2,140
15,lgbm,0,0.9,1.0,1.6785714285714286,2,140
15,lgbm,1,0.9,1.0,1.957142857142857,2,140
15,lgbm,2,0.9,1.0,1.9142857142857144,2,140
15,lgbm,3,0.9,1.0,1.9285714285714286,2,140
15,lgbm,4,0.9,1.0,1.707142857142857,2,140
15,mc_dropout,0,0.9,1.0,1.9857142857142858,2,140
15,mc_dropout,1,0.9,1.0,1.9714285714285715,2,140
15,mc_dropout,2,0.9,1.0,1.95,2,140
15,mc_dropout,3,0.9,1.0,1.9857142857142858,2,140
15,mc_dropout,4,0.9,1.0,1.9642857142857142,2,140
15,single_mlp,0,0.9,1.0,1.9857142857142858,2,140
15,single_mlp,1,0.9,1.0,1.9714285714285715,2,140
15,single_mlp,2,0.9,1.0,1.95,2,140
15,single_mlp,3,0.9,1.0,1.9857142857142858,2,140
15,single_mlp,4,0.9,1.0,1.9642857142857142,2,140
15,xgboost,0,0.9,1.0,1.6071428571428572,2,140
15,xgboost,1,0.9,1.0,1.6928571428571428,2,140
15,xgboost,2,0.9,1.0,1.9714285714285715,2,140
15,xgboost,3,0.9,1.0,1.6785714285714286,2,140
15,xgboost,4,0.9,1.0,1.6357142857142857,2,140
167119,catboost,0,0.9,1.0,2.488063364569389,3,8964
