family,comparison,metric,calibrator,model,n,med_a,med_b,med_diff,p,p_adj,sig,rbc,magnitude,note,wins,losses,ties
H3,deep_ensemble vs single_mlp,cal_ece_mean,temp,,36,0.016916196309972348,0.017923293560415,-0.0004171086270380502,0.13477486031479202,1.0,False,-0.2882882882882883,small,post-cal ensemble vs comparison,12,24,0
H3,deep_ensemble vs single_mlp,cal_brier_score,temp,,36,0.13264241814613342,0.13892943412065506,-0.005157156847417344,8.047209121286869e-08,3.2993557397276163e-06,True,-0.9039039039039038,large,post-cal ensemble vs comparison,3,33,0
H3,deep_ensemble vs mc_dropout,cal_nll,temp,,36,0.23401750624179835,0.24554996192455292,-0.009624958038330078,8.047209121286869e-08,3.2993557397276163e-06,True,-0.9039039039039038,large,post-cal ensemble vs comparison,3,33,0
H3,deep_ensemble vs mc_dropout,cal_ece_mean,temp,,36,0.016916196309972348,0.017745665794168898,-0.0003794751051221989,0.6468730494088959,1.0,False,-0.09009009009009009,small,post-cal ensemble vs comparison,15,21,0
H3,deep_ensemble vs mc_dropout,cal_brier_score,temp,,36,0.13264241814613342,0.13964853435754776,-0.006546556949615458,4.316098056733608e-08,1.8559221643954515e-06,True,-0.9159159159159159,large,post-cal ensemble vs comparison,2,34,0
H3,deep_ensemble vs lgbm,cal_nll,dirichlet,,36,0.24795853587056338,0.20029384446216694,0.00334802296893158,0.4051484461815562,1.0,False,0.16216216216216217,small,post-cal ensemble vs comparison,20,16,0
H3,deep_ensemble vs lgbm,cal_ece_mean,dirichlet,,36,0.020789962531126298,0.01546806902444335,0.0008263108700833502,0.26481863399385475,1.0,False,0.21621621621621623,small,post-cal ensemble vs comparison,22,14,0
H3,deep_ensemble vs lgbm,cal_brier_score,dirichlet,,36,0.1346898790495925,0.1231651072022327,-0.0003165955981088431,0.9196639081637841,1.0,False,0.021021021021021023,small,post-cal ensemble vs comparison,17,19,0
H3,deep_ensemble vs xgboost,cal_nll,dirichlet,,36,0.24795853587056338,0.21631837888030545,0.0006823154532104581,0.969057968002744,1.0,False,-0.009009009009009009,small,post-cal ensemble vs comparison,18,18,0
H3,deep_ensemble vs xgboost,cal_ece_mean,dirichlet,,36,0.020789962531126298,0.01877123097170735,0.0004746617288036504,0.6137056066945661,1.0,False,0.0990990990990991,small,post-cal ensemble vs comparison,20,16,0
H3,deep_ensemble vs xgboost,cal_brier_score,dirichlet,,36,0.1346898790495925,0.12600174246870832,-0.0004096671626269144,0.7740053430898115,1.0,False,-0.057057057057057055,small,post-cal ensemble vs comparison,17,19,0
H3,deep_ensemble vs catboost,cal_nll,dirichlet,,36,0.24795853587056338,0.22036744522062873,0.0021828671597933016,0.4989104079431854,1.0,False,0.13213213213213212,small,post-cal ensemble vs comparison,20,16,0
H3,deep_ensemble vs catboost,cal_ece_mean,dirichlet,,36,0.020789962531126298,0.0151456014453673,0.00038610710496784356,0.5496823404100724,1.0,False,0.11711711711711711,small,post-cal ensemble vs comparison,20,16,0
H3,deep_ensemble vs catboost,cal_brier_score,dirichlet,,36,0.1346898790495925,0.1251446009797225,-0.0005748412077648396,0.9196639081637841,1.0,False,-0.021021021021021023,small,post-cal ensemble vs comparison,17,19,0
H3,deep_ensemble vs single_mlp,cal_nll,dirichlet,,36,0.24795853587056338,0.25000058840243344,-0.006512173696003404,3.5575067158788443e-06,0.00013518525520339608,True,-0.8138138138138138,large,post-cal ensemble vs comparison,6,30,0
H3,deep_ensemble vs single_mlp,cal_ece_mean,dirichlet,,36,0.020789962531126298,0.0198789300773616,-0.0011633590991257008,0.24508141286787577,1.0,False,-0.22522522522522523,small,post-cal ensemble vs comparison,16,20,0
H3,deep_ensemble vs single_mlp,cal_brier_score,dirichlet,,36,0.1346898790495925,0.14114465767431364,-0.005637572318214604,2.9103830456733704e-10,1.3096723705530167e-08,True,-0.984984984984985,large,post-cal ensemble vs comparison,1,35,0
H3,deep_ensemble vs mc_dropout,cal_nll,dirichlet,,36,0.24795853587056338,0.2601290232473108,-0.00889291452209566,1.0243093129247427e-06,3.9948063204064965e-05,True,-0.8468468468468469,large,post-cal ensemble vs comparison,4,32,0
H3,deep_ensemble vs mc_dropout,cal_ece_mean,dirichlet,,36,0.020789962531126298,0.020534100348181303,-0.0004175046513634007,0.36241441484889947,1.0,False,-0.17717717717717718,small,post-cal ensemble vs comparison,13,23,0
H3,deep_ensemble vs mc_dropout,cal_brier_score,dirichlet,,36,0.1346898790495925,0.143157054159085,-0.005725671243452853,1.0797521099448204e-08,4.75090928375721e-07,True,-0.93993993993994,large,post-cal ensemble vs comparison,3,33,0
H3,deep_ensemble vs lgbm,cal_nll,isotonic,,36,0.30260299146175385,0.23619962479165985,-0.004484456241132598,0.969057968002744,1.0,False,0.009009009009009009,small,post-cal ensemble vs comparison,17,19,0
H3,deep_ensemble vs lgbm,cal_ece_mean,isotonic,,36,0.01515007133231875,0.01865407154634255,-0.00154830331086485,0.10447610821574926,1.0,False,-0.3123123123123123,medium,post-cal ensemble vs comparison,12,24,0
H3,deep_ensemble vs lgbm,cal_brier_score,isotonic,,36,0.13524748384952545,0.12330579469681095,-0.0010417277460250118,0.9938101398292929,1.0,False,0.003003003003003003,small,post-cal ensemble vs comparison,18,18,0
H3,deep_ensemble vs xgboost,cal_nll,isotonic,,36,0.30260299146175385,0.2708963304758072,-0.005094723775982798,0.7268787069479004,1.0,False,-0.06906906906906907,small,post-cal ensemble vs comparison,15,21,0
H3,deep_ensemble vs xgboost,cal_ece_mean,isotonic,,36,0.01515007133231875,0.0151128800951704,-0.0006129909552960002,0.560126525873784,1.0,False,-0.11411411411411411,small,post-cal ensemble vs comparison,16,20,0
H3,deep_ensemble vs xgboost,cal_brier_score,isotonic,,36,0.13524748384952545,0.12497854605317116,-0.0017914799973368992,0.6580869711178821,1.0,False,-0.08708708708708708,small,post-cal ensemble vs comparison,17,19,0
H3,deep_ensemble vs catboost,cal_nll,isotonic,,36,0.30260299146175385,0.293083476736297,0.0017990249757382504,0.969057968002744,1.0,False,0.009009009009009009,small,post-cal ensemble vs comparison,19,17,0
H3,deep_ensemble vs catboost,cal_ece_mean,isotonic,,36,0.01515007133231875,0.014296037830420251,-0.0015409869884946501,0.10794601368252188,1.0,False,-0.30930930930930933,medium,post-cal ensemble vs comparison,13,23,0
H3,deep_ensemble vs catboost,cal_brier_score,isotonic,,36,0.13524748384952545,0.1314105010414557,0.0010739389531888507,0.9938101398292929,1.0,False,-0.003003003003003003,small,post-cal ensemble vs comparison,19,17,0
H3,deep_ensemble vs single_mlp,cal_nll,isotonic,,36,0.30260299146175385,0.30851590633392334,-0.013866364955902127,0.005999622109811753,0.20998677384341136,False,-0.5165165165165165,large,post-cal ensemble vs comparison,9,27,0
H3,deep_ensemble vs single_mlp,cal_ece_mean,isotonic,,36,0.01515007133231875,0.0173611490923523,-0.0011830189921636,0.049643930775346234,1.0,False,-0.37537537537537535,medium,post-cal ensemble vs comparison,13,23,0
H3,deep_ensemble vs single_mlp,cal_brier_score,isotonic,,36,0.13524748384952545,0.1455222964286804,-0.006139783188700693,5.596954724751413e-05,0.0020149037009105086,True,-0.7267267267267268,large,post-cal ensemble vs comparison,5,31,0
H3,deep_ensemble vs mc_dropout,cal_nll,isotonic,,36,0.30260299146175385,0.31316517293453217,-0.013655051589012146,0.018340019683819264,0.623560669249855,False,-0.44744744744744747,medium,post-cal ensemble vs comparison,10,26,0
H3,deep_ensemble vs mc_dropout,cal_ece_mean,isotonic,,36,0.01515007133231875,0.01731796301316285,-0.0007132802027518996,0.04597194929374382,1.0,False,-0.3813813813813814,medium,post-cal ensemble vs comparison,14,22,0
H3,deep_ensemble vs mc_dropout,cal_brier_score,isotonic,,36,0.13524748384952545,0.1462668478488922,-0.0037713199853897372,4.331755917519331e-05,0.0016027496894821525,True,-0.7357357357357357,large,post-cal ensemble vs comparison,6,30,0
