family,comparison,metric,calibrator,model,n,med_a,med_b,med_diff,p,p_adj,sig,rbc,magnitude,note,wins,losses,ties
H7,dirichlet vs logistic,cal_nll,,mc_dropout,36,0.2601290232473108,0.2940792676217455,-0.021248085427059957,1.6007106751203537e-09,2.8812792152166367e-08,True,-0.9669669669669669,large,Dirichlet ODIR replaces MLR,3,33,0
H7,dirichlet vs logistic,cal_ece_mean,,mc_dropout,36,0.020534100348181303,0.04385919693650065,-0.016596614274239543,1.0841176845133305e-07,1.1925294529646635e-06,True,-0.8978978978978979,large,Dirichlet ODIR replaces MLR,2,34,0
H7,dirichlet vs logistic,cal_brier_score,,mc_dropout,36,0.143157054159085,0.15614988556412562,-0.003440327164156362,7.807108340784907e-05,0.0001323699252679944,True,-0.7147147147147147,large,Dirichlet ODIR replaces MLR,7,29,0
H7,dirichlet vs logistic,cal_nll,,deep_ensemble,36,0.24795853587056338,0.2796028428428403,-0.021176718951190193,7.275957614183426e-10,1.4551915228366852e-08,True,-0.975975975975976,large,Dirichlet ODIR replaces MLR,2,34,0
H7,dirichlet vs logistic,cal_ece_mean,,deep_ensemble,36,0.020789962531126298,0.0433192913463195,-0.0169210037985953,8.043716661632061e-07,5.630601663142443e-06,True,-0.8528528528528528,large,Dirichlet ODIR replaces MLR,4,32,0
H7,dirichlet vs logistic,cal_brier_score,,deep_ensemble,36,0.1346898790495925,0.1414870084293941,-0.0032715510129431996,6.656715413555503e-06,2.662686165422201e-05,True,-0.7957957957957958,large,Dirichlet ODIR replaces MLR,6,30,0
H7,dirichlet vs logistic,cal_nll,,deep_ensemble_m3,36,0.2428321903610396,0.28153993932197724,-0.026270814703988815,2.9103830456733704e-10,6.402842700481415e-09,True,-0.984984984984985,large,Dirichlet ODIR replaces MLR,2,34,0
H7,dirichlet vs logistic,cal_ece_mean,,deep_ensemble_m3,36,0.01915593644641945,0.044989436365966196,-0.0171535261251648,6.912159733474255e-08,8.985807653516531e-07,True,-0.9069069069069069,large,Dirichlet ODIR replaces MLR,1,35,0
H7,dirichlet vs logistic,cal_brier_score,,deep_ensemble_m3,36,0.13454434174151686,0.1391196671558343,-0.003208870200402364,3.3327145501971245e-05,9.998143650591373e-05,True,-0.7447447447447447,large,Dirichlet ODIR replaces MLR,8,28,0
H7,dirichlet vs logistic,cal_nll,,deep_ensemble_m10,36,0.2408394444820397,0.28013145896395353,-0.023685133564895988,5.529727786779404e-10,1.1612428352236748e-08,True,-0.978978978978979,large,Dirichlet ODIR replaces MLR,2,34,0
H7,dirichlet vs logistic,cal_ece_mean,,deep_ensemble_m10,36,0.019676497448244852,0.0415016517664539,-0.0169857306510336,2.566695911809802e-06,1.5400175470858812e-05,True,-0.8228228228228228,large,Dirichlet ODIR replaces MLR,4,32,0
H7,dirichlet vs logistic,cal_brier_score,,deep_ensemble_m10,36,0.13412799851419188,0.143427799420823,-0.003686165116213308,3.958528395742178e-06,1.979264197871089e-05,True,-0.8108108108108109,large,Dirichlet ODIR replaces MLR,5,31,0
