task_id,dataset_name,n_samples,regime,n_classes,seed,config_idx,is_fixed,hidden_dims,lr,dropout,weight_decay,val_cal_nll,nll_ts,ece_ts,brier_ts,nll_raw,temperature
3022,vowel,990,small,11,1,5,False,"(512, 256)",0.0005,0.05,0.001,0.341587483882904,0.3469736874103546,0.0480717614744648,0.1502055674791336,0.3601342439651489,0.8388258218765259
3022,vowel,990,small,11,1,6,False,"(512, 256)",0.0001,0.0,0.001,0.5038421154022217,0.3746514320373535,0.068979840286653,0.1634438633918762,0.513151228427887,0.5985201597213745
3022,vowel,990,small,11,1,7,False,"(128, 64)",0.0005,0.3,0.001,0.8001968860626221,0.5538290143013,0.0803192194664117,0.3017071187496185,0.8083900809288025,0.4588604867458343
3022,vowel,990,small,11,1,8,False,"(64, 32)",0.0001,0.1,0.0001,2.0287535190582275,2.3649933338165283,0.3620254069767415,0.9780543446540833,2.0246527194976807,0.1471823900938034
3022,vowel,990,small,11,1,9,False,"(128, 64)",0.003,0.2,0.001,0.2496157139539718,0.2564708292484283,0.0374151768808814,0.1159336566925048,0.2580828666687011,0.9125417470932008
3022,vowel,990,small,11,1,10,False,"(512, 256, 128)",0.0005,0.1,0.001,0.3008924424648285,0.2644014954566955,0.0382353754758032,0.1114385947585105,0.2920601665973663,0.8161907196044922
3022,vowel,990,small,11,1,11,False,"(512, 256)",0.003,0.0,0.0001,0.2302202582359314,0.2223629355430603,0.0323340289219461,0.1028926149010658,0.2214209884405136,1.0317202806472778
3022,vowel,990,small,11,1,12,False,"(256, 128, 64)",0.001,0.3,0.0,0.3292343318462372,0.2689664363861084,0.0384684187996668,0.1242745742201805,0.3071438670158386,0.7373705506324768
3022,vowel,990,small,11,1,13,False,"(128, 64)",0.003,0.0,0.001,0.3239842057228088,0.3236217200756073,0.033580225274619,0.1458708941936493,0.3253874480724334,0.9217290282249452
3022,vowel,990,small,11,1,14,False,"(512, 256, 128)",0.0005,0.05,0.0,0.2939085662364959,0.2638750672340393,0.0304491006665759,0.1137482225894928,0.2871946096420288,0.8357007503509521
3022,vowel,990,small,11,2,0,True,"(256, 128)",0.001,0.1,0.0001,0.1689497977495193,0.1557125747203827,0.0344538674109712,0.0884267911314964,0.1826688945293426,0.6364036202430725
3022,vowel,990,small,11,2,1,False,"(512, 256)",0.0001,0.1,0.001,0.5645818710327148,0.3794321715831756,0.0556784339424737,0.2014411836862564,0.5592514872550964,0.5129812955856323
3022,vowel,990,small,11,2,2,False,"(256, 128, 64)",0.0001,0.05,0.0001,1.0557727813720703,0.5778317451477051,0.0743435387709726,0.3085007071495056,1.0814896821975708,0.3369708657264709
3022,vowel,990,small,11,2,3,False,"(256, 128)",0.001,0.3,0.001,0.2517047822475433,0.2096396386623382,0.033708419462647,0.1203822642564773,0.2451833486557006,0.6638310551643372
3022,vowel,990,small,11,2,4,False,"(256, 128)",0.0005,0.3,1e-05,0.4783232808113098,0.3612716495990753,0.0617070623018123,0.1931508034467697,0.4589846134185791,0.6070857644081116
3022,vowel,990,small,11,2,5,False,"(512, 256)",0.0005,0.05,0.001,0.1582439243793487,0.1445445418357849,0.0242920159691511,0.0815568789839744,0.1717291325330734,0.6003690958023071
3022,vowel,990,small,11,2,6,False,"(512, 256)",0.0001,0.0,0.001,0.4264479875564575,0.2649303376674652,0.0350477461160634,0.1415965855121612,0.4297357499599457,0.5012218952178955
3022,vowel,990,small,11,2,7,False,"(128, 64)",0.0005,0.3,0.001,0.8488233089447021,0.6044389009475708,0.0500746701502238,0.3322890400886535,0.8493281006813049,0.4582051038742065
3022,vowel,990,small,11,2,8,False,"(64, 32)",0.0001,0.1,0.0001,2.016397714614868,1.9577741622924805,0.1297275209266328,0.8051773309707642,2.034667015075684,0.2605383396148681
3022,vowel,990,small,11,2,9,False,"(128, 64)",0.003,0.2,0.001,0.1763982325792312,0.1369822025299072,0.0350891755084798,0.0819700136780738,0.1777566820383072,0.5871471166610718
3022,vowel,990,small,11,2,10,False,"(512, 256, 128)",0.0005,0.1,0.001,0.1513475775718689,0.1290488988161087,0.0348370941700758,0.0825631394982338,0.1742544025182724,0.604590892791748
3022,vowel,990,small,11,2,11,False,"(512, 256)",0.003,0.0,0.0001,0.179171085357666,0.1965506225824356,0.0344934401789096,0.1156529486179351,0.197647213935852,0.9205999970436096
3022,vowel,990,small,11,2,12,False,"(256, 128, 64)",0.001,0.3,0.0,0.2456942349672317,0.2392313033342361,0.0338238148075161,0.1286372393369674,0.2597759962081909,0.7305960059165955
3022,vowel,990,small,11,2,13,False,"(128, 64)",0.003,0.0,0.001,0.182591363787651,0.1856157183647155,0.0301672148483771,0.1067029312252998,0.2099929600954055,0.6452309489250183
3022,vowel,990,small,11,2,14,False,"(512, 256, 128)",0.0005,0.05,0.0,0.1573003083467483,0.1380669176578521,0.0343623297784464,0.0787092745304107,0.1815760135650634,0.5521689057350159
3549,analcatdata_authorship,841,small,4,0,0,True,"(256, 128)",0.001,0.1,0.0001,0.0255849193781614,0.0081544313579797,0.0076045810118229,0.0016861312324181,0.0092630675062537,0.9593716859817504
3549,analcatdata_authorship,841,small,4,0,1,False,"(512, 256)",0.0001,0.1,0.001,0.0388434715569019,0.0115461014211177,0.010268523730705,0.0034707470331341,0.0341700389981269,0.6798418164253235
3549,analcatdata_authorship,841,small,4,0,2,False,"(256, 128, 64)",0.0001,0.05,0.0001,0.1711562424898147,0.032778576016426,0.0279121236688286,0.010199325159192,0.1781767159700393,0.4919275641441345
3549,analcatdata_authorship,841,small,4,0,3,False,"(256, 128)",0.001,0.3,0.001,0.0264510605484247,0.0085859689861536,0.0079259277565709,0.0019695169758051,0.0085924267768859,0.9997471570968628
3549,analcatdata_authorship,841,small,4,0,4,False,"(256, 128)",0.0005,0.3,1e-05,0.0294189006090164,0.0095513807609677,0.0089093019976418,0.0019146197009831,0.0167651735246181,0.8363099694252014
3549,analcatdata_authorship,841,small,4,0,5,False,"(512, 256)",0.0005,0.05,0.001,0.019200149923563,0.0082464106380939,0.0069102254609854,0.0035017824266105,0.011167973279953,0.8613380193710327
3549,analcatdata_authorship,841,small,4,0,6,False,"(512, 256)",0.0001,0.0,0.001,0.0382313802838325,0.0115062482655048,0.0101531800433728,0.0036233582068234,0.0337456539273262,0.6799150109291077
3549,analcatdata_authorship,841,small,4,0,7,False,"(128, 64)",0.0005,0.3,0.001,0.0494735166430473,0.0101105002686381,0.0095674242728795,0.0014867791905999,0.0350202247500419,0.6968069076538086
3549,analcatdata_authorship,841,small,4,0,8,False,"(64, 32)",0.0001,0.1,0.0001,0.5839175581932068,0.1243134662508964,0.0333941203837799,0.0623323805630207,0.5754106640815735,0.2343809902667999
3549,analcatdata_authorship,841,small,4,0,9,False,"(128, 64)",0.003,0.2,0.001,0.0249447990208864,0.0052326498553156,0.0049697688580499,0.0008518088143318,0.0051410612650215,1.005323886871338
3549,analcatdata_authorship,841,small,4,0,10,False,"(512, 256, 128)",0.0005,0.1,0.001,0.0232448149472475,0.0066065061837434,0.0060457374452368,0.001660632668063,0.0114328982308506,0.8453708291053772
3549,analcatdata_authorship,841,small,4,0,11,False,"(512, 256)",0.003,0.0,0.0001,0.0159089751541614,0.0053409109823405,0.0043696806981013,0.0026461039669811,0.0052845012396574,1.008514404296875
3549,analcatdata_authorship,841,small,4,0,12,False,"(256, 128, 64)",0.001,0.3,0.0,0.0289637353271245,0.0066474582999944,0.0063976030613073,0.0007399998721666,0.0091271046549081,0.9280057549476624
3549,analcatdata_authorship,841,small,4,0,13,False,"(128, 64)",0.003,0.0,0.001,0.0216219797730445,0.0046586417593061,0.004431263347114,0.0007354150875471,0.0053592389449477,0.9604911208152772
3549,analcatdata_authorship,841,small,4,0,14,False,"(512, 256, 128)",0.0005,0.05,0.0,0.0230196751654148,0.0065265423618257,0.005996369045867,0.0015741138486191,0.0116059482097625,0.8412886261940002
3549,analcatdata_authorship,841,small,4,1,0,True,"(256, 128)",0.001,0.1,0.0001,0.0084136072546243,0.0039451727643609,0.0030598344182121,0.0023146755993366,0.0113345850259065,0.5119937062263489
3549,analcatdata_authorship,841,small,4,1,1,False,"(512, 256)",0.0001,0.1,0.001,0.0333665087819099,0.0028680327814072,0.0028013317777795,0.0002037940139416,0.0328765921294689,0.5273957848548889
3549,analcatdata_authorship,841,small,4,1,2,False,"(256, 128, 64)",0.0001,0.05,0.0001,0.1814171075820922,0.0302936881780624,0.0181344126808572,0.0096342815086245,0.1958212554454803,0.4518042206764221
3549,analcatdata_authorship,841,small,4,1,3,False,"(256, 128)",0.001,0.3,0.001,0.0076370961032807,0.0026916088536381,0.002283311454502,0.001166823785752,0.010022853501141,0.502632737159729
3549,analcatdata_authorship,841,small,4,1,4,False,"(256, 128)",0.0005,0.3,1e-05,0.0158907677978277,0.0044600083492696,0.0038040625978503,0.0016776226693764,0.0185463745146989,0.581422746181488
3549,analcatdata_authorship,841,small,4,1,5,False,"(512, 256)",0.0005,0.05,0.001,0.0091795222833752,0.0001167937807622,0.0001162886619567,1.4887637007632293e-06,0.0070262746885418,0.4062182009220123
3549,analcatdata_authorship,841,small,4,1,6,False,"(512, 256)",0.0001,0.0,0.001,0.0332558266818523,0.0027803899720311,0.0027158441393097,0.0001992600446101,0.0322756059467792,0.5262438654899597
3549,analcatdata_authorship,841,small,4,1,7,False,"(128, 64)",0.0005,0.3,0.001,0.0342842265963554,0.0055057061836123,0.0051922311444254,0.0008245517965406,0.0399942472577095,0.5640450716018677
3549,analcatdata_authorship,841,small,4,1,8,False,"(64, 32)",0.0001,0.1,0.0001,0.5453255772590637,0.1031885743141174,0.0343400658470168,0.0500656776130199,0.5502917766571045,0.2222588807344436
3549,analcatdata_authorship,841,small,4,1,9,False,"(128, 64)",0.003,0.2,0.001,0.0047071697190403,0.0003166508686263,0.0003125071525573,1.2358698768366594e-05,0.0054731629788875,0.46348837018013
3549,analcatdata_authorship,841,small,4,1,10,False,"(512, 256, 128)",0.0005,0.1,0.001,0.0092604085803031,0.0010219744872301,0.0009863496532101,0.0001248595799552,0.0088498834520578,0.6186079382896423
3549,analcatdata_authorship,841,small,4,1,11,False,"(512, 256)",0.003,0.0,0.0001,0.0037527254316955,0.0025591657031327,0.0023314462610955,0.0006290389574132,0.0026481815148144,0.9877324104309082
3549,analcatdata_authorship,841,small,4,1,12,False,"(256, 128, 64)",0.001,0.3,0.0,0.011707822792232,0.0011419793590903,0.0011132042083514,8.304185757879168e-05,0.0096777500584721,0.6086127161979675
3549,analcatdata_authorship,841,small,4,1,13,False,"(128, 64)",0.003,0.0,0.001,0.0048147188499569,0.0013370558153837,0.0012808868870932,0.0001638979010749,0.0082028331235051,0.5302090048789978
3549,analcatdata_authorship,841,small,4,1,14,False,"(512, 256, 128)",0.0005,0.05,0.0,0.0099975569173693,0.0010134732583537,0.0009815341387039,0.0001105653136619,0.0093772457912564,0.6125934720039368
3549,analcatdata_authorship,841,small,4,2,0,True,"(256, 128)",0.001,0.1,0.0001,0.0127114998176693,0.018441766500473,0.0124060609166673,0.0095861554145812,0.0238724574446678,0.8070977330207825
3549,analcatdata_authorship,841,small,4,2,1,False,"(512, 256)",0.0001,0.1,0.001,0.0323488637804985,0.0289388410747051,0.0173987324773912,0.012981267645955,0.0528082996606826,0.644948422908783
3549,analcatdata_authorship,841,small,4,2,2,False,"(256, 128, 64)",0.0001,0.05,0.0001,0.1559441834688186,0.0385812222957611,0.0294136922857935,0.0139730665832757,0.1831827461719513,0.4688130617141723
3549,analcatdata_authorship,841,small,4,2,3,False,"(256, 128)",0.001,0.3,0.001,0.0121453208848834,0.015564183704555,0.0128575882027605,0.0072905835695564,0.0208975505083799,0.8057569265365601
3549,analcatdata_authorship,841,small,4,2,4,False,"(256, 128)",0.0005,0.3,1e-05,0.0185747891664505,0.0194132961332798,0.0156812038882479,0.0092573296278715,0.0317772515118122,0.720516562461853
3549,analcatdata_authorship,841,small,4,2,5,False,"(512, 256)",0.0005,0.05,0.001,0.0125369457527995,0.0212793201208114,0.0116489879948617,0.0114192543551325,0.0252903457731008,0.7831895351409912
3549,analcatdata_authorship,841,small,4,2,6,False,"(512, 256)",0.0001,0.0,0.001,0.0325076691806316,0.0290614888072013,0.0174047307972842,0.0132006667554378,0.0524893142282962,0.65069580078125
3549,analcatdata_authorship,841,small,4,2,7,False,"(128, 64)",0.0005,0.3,0.001,0.0383204631507396,0.0287708863615989,0.0123835563424541,0.0161529965698719,0.0568464510142803,0.614051342010498
3549,analcatdata_authorship,841,small,4,2,8,False,"(64, 32)",0.0001,0.1,0.0001,0.4648067057132721,0.0897932574152946,0.0423494689680885,0.0436570420861244,0.4951986670494079,0.2500246465206146
3549,analcatdata_authorship,841,small,4,2,9,False,"(128, 64)",0.003,0.2,0.001,0.0115955546498298,0.0154436426237225,0.0125541850424847,0.008051685988903,0.018246229737997,0.8439374566078186
3549,analcatdata_authorship,841,small,4,2,10,False,"(512, 256, 128)",0.0005,0.1,0.001,0.0124622927978634,0.0179925691336393,0.0103543713483114,0.0103403748944401,0.022455858066678,0.7954807281494141
3549,analcatdata_authorship,841,small,4,2,11,False,"(512, 256)",0.003,0.0,0.0001,0.0039436137303709,0.0180695466697216,0.0095630672556408,0.0118053210899233,0.0180801972746849,0.99104243516922
3549,analcatdata_authorship,841,small,4,2,12,False,"(256, 128, 64)",0.001,0.3,0.0,0.0198117531836032,0.0179039817303419,0.0130626411715437,0.0089547894895076,0.0215077772736549,0.8884502053260803
3549,analcatdata_authorship,841,small,4,2,13,False,"(128, 64)",0.003,0.0,0.001,0.0129981180652976,0.018263678997755,0.0083707254784111,0.0107386903837323,0.0212108790874481,0.8325982093811035
3549,analcatdata_authorship,841,small,4,2,14,False,"(512, 256, 128)",0.0005,0.05,0.0,0.013213874772191,0.0200447086244821,0.0125397875229047,0.0118660377338528,0.0243238806724548,0.800026535987854
3560,analcatdata_dmft,797,small,6,0,0,True,"(256, 128)",0.001,0.1,0.0001,1.7552965879440308,1.7781966924667358,0.0482061231508851,0.8291608691215515,1.7781965732574463,0.9999899864196776
3560,analcatdata_dmft,797,small,6,0,1,False,"(512, 256)",0.0001,0.1,0.001,1.7429752349853516,1.7712299823760986,0.037316044482092,0.8272067904472351,1.7681652307510376,0.849096417427063
3560,analcatdata_dmft,797,small,6,0,2,False,"(256, 128, 64)",0.0001,0.05,0.0001,1.7872387170791626,1.8024141788482664,0.0415851321071386,0.8369736671447754,1.8024171590805051,1.0001580715179443
3560,analcatdata_dmft,797,small,6,0,3,False,"(256, 128)",0.001,0.3,0.001,1.7518115043640137,1.7767322063446045,0.0518955251201987,0.8293378949165344,1.7748228311538696,0.9123848080635072
3560,analcatdata_dmft,797,small,6,0,4,False,"(256, 128)",0.0005,0.3,1e-05,1.753489375114441,1.7811610698699951,0.0549081341984371,0.8311908841133118,1.7839285135269165,1.0811264514923096
3560,analcatdata_dmft,797,small,6,0,5,False,"(512, 256)",0.0005,0.05,0.001,1.7466752529144287,1.7859108448028564,0.0364978254151841,0.8307124972343445,1.7770847082138062,0.6378408074378967
3560,analcatdata_dmft,797,small,6,0,6,False,"(512, 256)",0.0001,0.0,0.001,1.7472018003463743,1.7762858867645264,0.0342571824168165,0.8288814425468445,1.7719690799713137,0.7794271111488342
3560,analcatdata_dmft,797,small,6,0,7,False,"(128, 64)",0.0005,0.3,0.001,1.7628811597824097,1.7996482849121094,0.0482056834114094,0.8361936807632446,1.8147252798080444,1.2690662145614624
3560,analcatdata_dmft,797,small,6,0,8,False,"(64, 32)",0.0001,0.1,0.0001,1.798183560371399,1.7939106225967407,0.005706375837326,0.8339673280715942,1.804771065711975,2.018807411193848
3560,analcatdata_dmft,797,small,6,0,9,False,"(128, 64)",0.003,0.2,0.001,1.7693837881088257,1.7910549640655518,0.0676228663884103,0.8328617215156555,1.8096554279327397,1.38285493850708
3560,analcatdata_dmft,797,small,6,0,10,False,"(512, 256, 128)",0.0005,0.1,0.001,1.7595723867416382,1.7794029712677002,0.0178656080116828,0.8297589421272278,1.774816870689392,0.6378371119499207
3560,analcatdata_dmft,797,small,6,0,11,False,"(512, 256)",0.003,0.0,0.0001,1.7402554750442505,1.797425627708435,0.0453884652815759,0.8330081701278687,1.797422170639038,0.9999395608901978
3560,analcatdata_dmft,797,small,6,0,12,False,"(256, 128, 64)",0.001,0.3,0.0,1.758312106132507,1.8040920495986936,0.0375115089739362,0.8370281457901001,1.794297456741333,0.7614918947219849
3560,analcatdata_dmft,797,small,6,0,13,False,"(128, 64)",0.003,0.0,0.001,1.7590030431747437,1.795243501663208,0.0501615383662283,0.8339994549751282,1.7921009063720703,0.9079811573028564
3560,analcatdata_dmft,797,small,6,0,14,False,"(512, 256, 128)",0.0005,0.05,0.0,1.7703150510787964,1.7766249179840088,0.0098238055904706,0.8284865617752075,1.7765700817108154,0.6537596583366394
3560,analcatdata_dmft,797,small,6,1,0,True,"(256, 128)",0.001,0.1,0.0001,1.7989463806152344,1.760377287864685,0.0255816148594021,0.8232589960098267,1.759200096130371,1.7714886665344238
3560,analcatdata_dmft,797,small,6,1,1,False,"(512, 256)",0.0001,0.1,0.001,1.7867443561553955,1.774901032447815,0.065925121307373,0.8282852172851562,1.774928092956543,1.502841830253601
3560,analcatdata_dmft,797,small,6,1,2,False,"(256, 128, 64)",0.0001,0.05,0.0001,1.7927695512771606,1.7944084405899048,0.0449857980012893,0.8340967297554016,1.7944090366363523,1.000115156173706
3560,analcatdata_dmft,797,small,6,1,3,False,"(256, 128)",0.001,0.3,0.001,1.7796924114227295,1.7806711196899414,0.0036677006632089,0.8297020196914673,1.7806713581085205,0.9999751448631288
3560,analcatdata_dmft,797,small,6,1,4,False,"(256, 128)",0.0005,0.3,1e-05,1.7804805040359497,1.7780311107635498,0.0370747730135917,0.8290354013442993,1.7780311107635498,1.0000678300857544
3560,analcatdata_dmft,797,small,6,1,5,False,"(512, 256)",0.0005,0.05,0.001,1.804495930671692,1.7716697454452517,0.0446981437504291,0.8270799517631531,1.7731781005859375,1.937995433807373
3560,analcatdata_dmft,797,small,6,1,6,False,"(512, 256)",0.0001,0.0,0.001,1.7952075004577637,1.772433519363403,0.0225749492645263,0.8275513648986816,1.774746656417847,1.738458514213562
3560,analcatdata_dmft,797,small,6,1,7,False,"(128, 64)",0.0005,0.3,0.001,1.8069716691970823,1.7972310781478882,0.0303856337442994,0.8351567983627319,1.81519627571106,2.996488094329834
3560,analcatdata_dmft,797,small,6,1,8,False,"(64, 32)",0.0001,0.1,0.0001,1.8170100450515747,1.7759557962417605,0.0562003511004149,0.8280267715454102,1.7839946746826172,2.11413049697876
3560,analcatdata_dmft,797,small,6,1,9,False,"(128, 64)",0.003,0.2,0.001,1.8176745176315308,1.7622381448745728,0.0661470184102654,0.8239304423332214,1.7650699615478516,2.042377471923828
3560,analcatdata_dmft,797,small,6,1,10,False,"(512, 256, 128)",0.0005,0.1,0.001,1.7906010150909424,1.778437256813049,0.0393357317894697,0.8290279507637024,1.7754932641983032,1.5672895908355713
3560,analcatdata_dmft,797,small,6,1,11,False,"(512, 256)",0.003,0.0,0.0001,1.8592333793640137,1.777679443359375,0.0452198212655882,0.8294005393981934,1.81171190738678,2.4014229774475098
3560,analcatdata_dmft,797,small,6,1,12,False,"(256, 128, 64)",0.001,0.3,0.0,1.7954343557357788,1.7727159261703491,0.0578562371432781,0.8271125555038452,1.7699352502822876,1.7591273784637451
3560,analcatdata_dmft,797,small,6,1,13,False,"(128, 64)",0.003,0.0,0.001,1.8111722469329836,1.7686878442764282,0.0467295716516673,0.8257444500923157,1.7735888957977295,1.985276222229004
3560,analcatdata_dmft,797,small,6,1,14,False,"(512, 256, 128)",0.0005,0.05,0.0,1.8039647340774536,1.7727123498916626,0.0341834994964301,0.8271135091781616,1.7715275287628174,1.9817575216293333
3560,analcatdata_dmft,797,small,6,2,0,True,"(256, 128)",0.001,0.1,0.0001,1.817607045173645,1.749595046043396,0.0198591301838556,0.8195500373840332,1.773318886756897,1.868359088897705
3560,analcatdata_dmft,797,small,6,2,1,False,"(512, 256)",0.0001,0.1,0.001,1.7948170900344849,1.7517391443252563,0.0641666737074653,0.821016788482666,1.752719521522522,1.6876929998397827
3560,analcatdata_dmft,797,small,6,2,2,False,"(256, 128, 64)",0.0001,0.05,0.0001,1.7723184823989868,1.76460862159729,0.0653902273935576,0.826285183429718,1.774693250656128,1.4531195163726809
3560,analcatdata_dmft,797,small,6,2,3,False,"(256, 128)",0.001,0.3,0.001,1.7745506763458252,1.7483460903167725,0.0624412486640115,0.819688618183136,1.7447211742401123,1.3547894954681396
3560,analcatdata_dmft,797,small,6,2,4,False,"(256, 128)",0.0005,0.3,1e-05,1.7826229333877563,1.7492778301239014,0.057291425888737,0.8197683095932007,1.7454416751861572,1.50555157661438
3560,analcatdata_dmft,797,small,6,2,5,False,"(512, 256)",0.0005,0.05,0.001,1.8072659969329836,1.7458865642547607,0.0343819645233452,0.8189380764961243,1.7555835247039795,1.8110984563827517
3560,analcatdata_dmft,797,small,6,2,6,False,"(512, 256)",0.0001,0.0,0.001,1.7973947525024414,1.7403301000595093,0.0411252557610472,0.8171743154525757,1.7459814548492432,1.7136144638061523
3560,analcatdata_dmft,797,small,6,2,7,False,"(128, 64)",0.0005,0.3,0.001,1.7732118368148804,1.7549928426742554,0.0823004438231388,0.822215735912323,1.7595096826553345,1.4343069791793823
3560,analcatdata_dmft,797,small,6,2,8,False,"(64, 32)",0.0001,0.1,0.0001,1.8050819635391235,1.794532060623169,0.0289095163345337,0.8342529535293579,1.8072092533111568,4.300451755523682
3560,analcatdata_dmft,797,small,6,2,9,False,"(128, 64)",0.003,0.2,0.001,1.7883741855621338,1.7466157674789429,0.0284875063846508,0.8183721303939819,1.7627055644989014,1.6480265855789185
3560,analcatdata_dmft,797,small,6,2,10,False,"(512, 256, 128)",0.0005,0.1,0.001,1.830990195274353,1.746533989906311,0.0234380691622694,0.8179734945297241,1.7714439630508425,1.940682053565979
3560,analcatdata_dmft,797,small,6,2,11,False,"(512, 256)",0.003,0.0,0.0001,1.8022218942642207,1.7417348623275757,0.0385253492121895,0.816655158996582,1.759882926940918,1.745815396308899
3560,analcatdata_dmft,797,small,6,2,12,False,"(256, 128, 64)",0.001,0.3,0.0,1.8075872659683228,1.7596499919891355,0.0416792109298209,0.8228563070297241,1.7887531518936155,1.792119383811951
3560,analcatdata_dmft,797,small,6,2,13,False,"(128, 64)",0.003,0.0,0.001,1.8196802139282229,1.7534682750701904,0.025356385918955,0.8190633058547974,1.8036234378814695,1.8521201610565183
3560,analcatdata_dmft,797,small,6,2,14,False,"(512, 256, 128)",0.0005,0.05,0.0,1.8290228843688965,1.7484687566757202,0.0300757746522625,0.8189366459846497,1.773901343345642,1.934720993041992
3573,mnist_784,70000,large,10,0,0,True,"(256, 128)",0.001,0.1,0.0001,0.1064953804016113,0.0873702242970466,0.0027693698399123,0.0381312519311904,0.0935538783669471,1.3163409233093262
3573,mnist_784,70000,large,10,0,1,False,"(512, 256)",0.0001,0.1,0.001,0.0971776843070983,0.0882409811019897,0.0027951040204082,0.0379482768476009,0.091446042060852,1.199870467185974
3573,mnist_784,70000,large,10,0,2,False,"(256, 128, 64)",0.0001,0.05,0.0001,0.1020108982920646,0.0945836529135704,0.0036446597430677,0.0406968481838703,0.095119684934616,1.0797499418258667
3573,mnist_784,70000,large,10,0,3,False,"(256, 128)",0.001,0.3,0.001,0.098941683769226,0.0819535925984382,0.0019809184996854,0.0362887680530548,0.0903518572449684,1.3715167045593262
3573,mnist_784,70000,large,10,0,4,False,"(256, 128)",0.0005,0.3,1e-05,0.0965500697493553,0.0885988175868988,0.0026803445390292,0.0386399812996387,0.0932962149381637,1.237805962562561
3573,mnist_784,70000,large,10,0,5,False,"(512, 256)",0.0005,0.05,0.001,0.1005230471491813,0.0893701314926147,0.00373641354839,0.0392077714204788,0.0940301716327667,1.2439477443695068
3573,mnist_784,70000,large,10,0,6,False,"(512, 256)",0.0001,0.0,0.001,0.1031581684947013,0.0928515791893005,0.0025978263999734,0.0392675660550594,0.0985946580767631,1.2487480640411377
3573,mnist_784,70000,large,10,0,7,False,"(128, 64)",0.0005,0.3,0.001,0.107441209256649,0.0971724018454551,0.0024855978669864,0.0427718348801136,0.1038891971111297,1.2764540910720823
3573,mnist_784,70000,large,10,0,8,False,"(64, 32)",0.0001,0.1,0.0001,0.1218810081481933,0.1205438077449798,0.0043659408298276,0.050793882459402,0.1216599941253662,1.081332802772522
3573,mnist_784,70000,large,10,0,9,False,"(128, 64)",0.003,0.2,0.001,0.111594021320343,0.1033026650547981,0.0025528072700613,0.0459197200834751,0.1066361367702484,1.1791400909423828
3573,mnist_784,70000,large,10,0,10,False,"(512, 256, 128)",0.0005,0.1,0.001,0.1034069284796714,0.0869279727339744,0.003945521945045,0.0377654172480106,0.0984290838241577,1.373024821281433
3573,mnist_784,70000,large,10,0,11,False,"(512, 256)",0.003,0.0,0.0001,0.1029818654060363,0.0886146053671836,0.0024254346269936,0.0394562929868698,0.1069075986742973,1.5254511833190918
3573,mnist_784,70000,large,10,0,12,False,"(256, 128, 64)",0.001,0.3,0.0,0.0979417636990547,0.0867904424667358,0.0034564152494782,0.0371558256447315,0.0945268124341964,1.2936503887176514
3573,mnist_784,70000,large,10,0,13,False,"(128, 64)",0.003,0.0,0.001,0.1127733364701271,0.1008275747299194,0.0034324202175651,0.0450047478079795,0.1090558916330337,1.3059301376342771
3573,mnist_784,70000,large,10,0,14,False,"(512, 256, 128)",0.0005,0.05,0.0,0.0941153392195701,0.083050362765789,0.0036485452027547,0.0370091013610363,0.0896986722946167,1.2771036624908447
3573,mnist_784,70000,large,10,1,0,True,"(256, 128)",0.001,0.1,0.0001,0.1017544940114021,0.0946110859513282,0.002655339104079,0.0406232587993145,0.1021492779254913,1.2884292602539062
3573,mnist_784,70000,large,10,1,1,False,"(512, 256)",0.0001,0.1,0.001,0.1028450727462768,0.0948986113071441,0.0032642111505071,0.0405718646943569,0.1042907387018203,1.3051180839538574
3573,mnist_784,70000,large,10,1,2,False,"(256, 128, 64)",0.0001,0.05,0.0001,0.102258913218975,0.0974569842219352,0.0038879252345788,0.0419952943921089,0.1006423979997634,1.159989595413208
3573,mnist_784,70000,large,10,1,3,False,"(256, 128)",0.001,0.3,0.001,0.105393186211586,0.0833663865923881,0.0026171816622927,0.0359293222427368,0.1022134721279144,1.5607359409332275
3573,mnist_784,70000,large,10,1,4,False,"(256, 128)",0.0005,0.3,1e-05,0.0989878550171852,0.0872594714164733,0.0026527897538173,0.0374686680734157,0.0958681628108024,1.3314924240112305
3573,mnist_784,70000,large,10,1,5,False,"(512, 256)",0.0005,0.05,0.001,0.106429636478424,0.0874016806483268,0.00274468336006,0.0384544543921947,0.1001902893185615,1.4289522171020508
3573,mnist_784,70000,large,10,1,6,False,"(512, 256)",0.0001,0.0,0.001,0.1004765629768371,0.1001054346561431,0.0027267347042049,0.0424453355371952,0.1006661728024482,1.05828857421875
3573,mnist_784,70000,large,10,1,7,False,"(128, 64)",0.0005,0.3,0.001,0.101529024541378,0.098076693713665,0.0030692824863251,0.0428175553679466,0.101910799741745,1.1804674863815308
3573,mnist_784,70000,large,10,1,8,False,"(64, 32)",0.0001,0.1,0.0001,0.1222869008779525,0.120158851146698,0.0031980087721631,0.0501306690275669,0.1224323883652687,1.120481014251709
3573,mnist_784,70000,large,10,1,9,False,"(128, 64)",0.003,0.2,0.001,0.107160784304142,0.0994633436203002,0.0023538617981331,0.0445197261869907,0.1046997606754303,1.239205241203308
3573,mnist_784,70000,large,10,1,10,False,"(512, 256, 128)",0.0005,0.1,0.001,0.1065673828125,0.0880530923604965,0.0026292816159271,0.0383844077587127,0.097709909081459,1.347645282745361
